order_id,customer_id,order_date,shipping_method,status,region
15203,1873,2025-10-31,Second Day,Cancelled,East
15204,2943,2025-12-09,Standard,Delivered,West
15205,2925,2024-11-26,Standard,Delivered,West
15206,3367,2024-05-19,Standard,Delivered,East
15207,4181,2024-05-06,Same Day,Delivered,East
15208,2833,2024-04-30,Second Day,Delivered,South
15209,2123,2025-12-05,Standard,Delivered,Midwest
15210,4215,2025-09-03,Standard,Delivered,East
15211,1867,2024-02-13,Standard,Returned,West
15212,862,2024-05-25,Standard,Delivered,East
15213,3786,2025-11-24,Standard,Delivered,West
15214,4345,2025-10-08,Standard,Delivered,East
15215,2822,2024-02-22,Standard,Delivered,East
15216,1308,2024-12-04,Second Day,Delivered,East
15217,756,2024-03-01,Standard,Delivered,South
15218,4802,2024-10-08,Standard,Delivered,East
15219,790,2024-05-11,Standard,Delivered,West
15220,219,2025-08-21,Standard,Cancelled,South
15221,2128,2025-03-18,Standard,Delivered,South
15222,1217,2025-02-07,Standard,Delivered,East
15223,4279,2025-06-12,Second Day,Cancelled,West
15224,3717,2025-04-07,Standard,Shipped,East
15225,3793,2024-10-25,Same Day,Delivered,South
15226,3722,2025-05-13,Standard,Delivered,West
15227,1425,2025-10-12,Standard,Delivered,West
15228,2422,2024-05-01,Standard,Delivered,East
15229,3442,2025-02-03,Standard,Delivered,West
15230,4519,2024-08-23,Standard,Shipped,South
15231,2886,2025-08-13,Standard,Shipped,South
15232,2094,2025-01-10,Standard,Delivered,West
15233,1623,2024-04-25,Standard,Delivered,East
15234,4147,2024-02-07,Standard,Delivered,East
15235,2014,2024-04-23,Standard,Delivered,East
15236,3903,2025-09-15,Standard,Delivered,East
15237,2643,2024-01-17,Standard,Shipped,South
15238,4503,2025-03-31,Standard,Delivered,East
15239,828,2025-12-31,Standard,Delivered,Midwest
15240,3739,2024-12-19,Standard,Shipped,East
15241,4628,2024-07-28,Standard,Returned,East
15242,810,2024-02-04,Standard,Shipped,South
15243,1381,2025-03-07,Standard,Shipped,East
15244,387,2024-06-20,Standard,Delivered,West
15245,2838,2025-12-05,Standard,Delivered,East
15246,3564,2024-05-14,Standard,Returned,East
15247,3858,2025-01-25,Standard,Delivered,Midwest
15248,4771,2024-12-08,Second Day,Shipped,East
15249,4771,2025-06-01,Standard,Delivered,East
15250,4438,2025-03-26,Second Day,Delivered,East
15251,2895,2025-04-29,Standard,Delivered,East
15252,2874,2024-10-15,Standard,Delivered,Midwest
15253,1131,2024-02-04,Standard,Delivered,West
15254,4742,2024-03-21,Standard,Delivered,South
15255,1661,2024-09-28,Standard,Delivered,East
15256,828,2025-10-19,Standard,Delivered,Midwest
15257,904,2024-05-13,Second Day,Cancelled,East
15258,2658,2024-08-18,Standard,Shipped,West
15259,4237,2025-12-06,Standard,Returned,East
15260,3403,2024-08-09,Standard,Delivered,South
15261,2366,2024-03-05,Standard,Delivered,East
15262,2900,2024-03-19,Standard,Delivered,East
15263,3032,2024-03-17,Standard,Delivered,West
15264,3677,2024-07-15,Standard,Delivered,West
15265,4102,2025-03-01,Standard,Delivered,West
15266,396,2025-06-14,Standard,Shipped,West
15267,377,2025-08-10,Standard,Delivered,East
15268,1164,2025-05-08,Standard,Delivered,East
15269,3337,2024-11-24,Standard,Delivered,East
15270,4379,2024-04-01,Standard,Delivered,East
15271,2237,2024-02-20,Standard,Shipped,West
15272,1381,2024-06-10,Standard,Delivered,East
15273,1628,2025-09-06,Standard,Delivered,East
15274,4901,2024-01-02,Standard,Delivered,East
15275,3734,2025-07-19,Standard,Delivered,South
15276,2236,2024-12-02,Standard,Shipped,Midwest
15277,4024,2024-01-26,Standard,Delivered,East
15278,2136,2025-12-17,Second Day,Delivered,Midwest
15279,267,2025-06-23,Standard,Delivered,West
15280,2832,2024-10-18,Standard,Delivered,West
15281,834,2024-11-16,Standard,Delivered,Midwest
15282,3674,2025-01-12,Standard,Shipped,West
15283,4659,2025-04-18,Standard,Delivered,West
15284,1264,2025-12-01,Standard,Cancelled,Midwest
15285,541,2024-03-01,Standard,Delivered,East
15286,1949,2025-07-20,Standard,Delivered,South
15287,2548,2024-12-19,Standard,Shipped,West
15288,3360,2024-07-31,Standard,Delivered,East
15289,4493,2025-03-26,Standard,Shipped,South
15290,879,2025-07-15,Standard,Returned,West
15291,4463,2024-04-04,Standard,Delivered,West
15292,1144,2025-08-31,Standard,Delivered,East
15293,4879,2025-07-29,Standard,Delivered,Midwest
15294,2792,2024-11-30,Standard,Delivered,South
15295,349,2024-05-24,Standard,Delivered,West
15296,1661,2025-06-15,Second Day,Delivered,East
15297,3658,2025-02-02,Standard,Delivered,Midwest
15298,757,2024-02-03,Same Day,Delivered,East
15299,113,2025-05-17,Standard,Shipped,East
15300,1076,2024-03-27,Standard,Shipped,East
15301,1122,2024-06-09,Standard,Cancelled,Midwest
15302,2838,2024-05-15,Same Day,Delivered,East
15303,879,2024-06-22,Standard,Delivered,West
15304,1029,2024-02-12,Standard,Cancelled,West
15305,2709,2024-03-13,Standard,Shipped,East
15306,2630,2025-01-20,Standard,Delivered,Midwest
15307,1842,2024-10-26,Standard,Returned,East
15308,1257,2024-07-04,Second Day,Delivered,West
15309,2127,2025-06-28,Second Day,Delivered,West
15310,2846,2025-01-28,Standard,Delivered,East
15311,612,2024-09-16,Standard,Delivered,Midwest
15312,4665,2025-08-25,Standard,Delivered,South
15313,1504,2024-09-03,Standard,Delivered,East
15314,748,2025-06-23,Standard,Delivered,South
15315,3732,2025-11-12,Same Day,Returned,West
15316,3440,2024-02-24,Standard,Shipped,East
15317,1343,2025-09-05,Standard,Delivered,East
15318,3735,2024-10-24,Same Day,Shipped,East
15319,1099,2024-05-22,Standard,Delivered,Midwest
15320,4851,2025-01-06,Standard,Delivered,East
15321,10,2024-08-06,Standard,Cancelled,East
15322,3395,2025-05-27,Standard,Delivered,West
15323,1280,2025-10-22,Second Day,Delivered,West
15324,4194,2024-01-21,Standard,Delivered,East
15325,4698,2024-03-06,Standard,Delivered,East
15326,3618,2024-07-03,Second Day,Delivered,West
15327,2854,2024-05-24,Second Day,Delivered,East
15328,1065,2025-02-25,Standard,Delivered,West
15329,1475,2025-05-07,Standard,Delivered,Midwest
15330,1229,2024-04-05,Standard,Delivered,West
15331,408,2024-05-02,Standard,Delivered,West
15332,2173,2025-05-10,Standard,Delivered,West
15333,2946,2025-05-11,Standard,Delivered,West
15334,3047,2025-05-17,Standard,Delivered,West
15335,4632,2024-03-09,Second Day,Shipped,West
15336,1107,2024-07-23,Same Day,Delivered,Midwest
15337,332,2025-11-24,Standard,Delivered,East
15338,29,2025-01-19,Standard,Delivered,East
15339,934,2024-02-24,Standard,Delivered,East
15340,635,2024-02-27,Standard,Delivered,East
15341,2424,2025-12-18,Standard,Returned,East
15342,1465,2024-03-04,Standard,Delivered,West
15343,4396,2024-06-17,Second Day,Delivered,East
15344,3637,2025-05-06,Same Day,Cancelled,East
15345,1097,2024-01-18,Standard,Shipped,West
15346,1310,2025-12-12,Standard,Delivered,East
15347,405,2025-04-23,Standard,Delivered,East
15348,172,2025-10-15,Second Day,Shipped,West
15349,2151,2024-11-10,Standard,Delivered,Midwest
15350,165,2024-01-05,Standard,Delivered,East
15351,1227,2025-08-11,Standard,Shipped,East
15352,1222,2024-10-04,Standard,Delivered,South
15353,3959,2024-11-04,Standard,Returned,East
15354,2889,2025-08-19,Second Day,Delivered,East
15355,602,2024-08-25,Standard,Delivered,East
15356,4092,2024-05-06,Standard,Delivered,Midwest
15357,3520,2024-11-25,Standard,Shipped,South
15358,1498,2024-08-20,Standard,Delivered,Midwest
15359,753,2025-04-09,Standard,Delivered,West
15360,577,2025-09-21,Standard,Delivered,South
15361,4234,2024-06-10,Standard,Delivered,West
15362,3603,2025-01-25,Standard,Delivered,East
15363,4898,2024-12-11,Standard,Delivered,West
15364,846,2024-05-28,Standard,Cancelled,West
15365,51,2025-12-28,Standard,Delivered,West
15366,1841,2024-01-14,Second Day,Delivered,East
15367,2619,2025-10-22,Standard,Returned,South
15368,2471,2024-07-28,Standard,Delivered,West
15369,1838,2024-12-26,Standard,Delivered,East
15370,4254,2025-08-29,Second Day,Returned,West
15371,379,2025-07-03,Second Day,Delivered,West
15372,217,2024-06-12,Standard,Returned,East
15373,141,2025-12-03,Second Day,Delivered,East
15374,79,2024-08-31,Standard,Delivered,South
15375,2071,2024-03-26,Standard,Delivered,East
15376,4718,2024-10-31,Standard,Delivered,East
15377,3862,2024-05-28,Second Day,Delivered,South
15378,356,2025-01-03,Standard,Delivered,West
15379,4163,2024-03-04,Standard,Delivered,South
15380,1672,2025-10-27,Standard,Returned,East
15381,1530,2025-09-10,Standard,Cancelled,Midwest
15382,4676,2025-08-30,Standard,Delivered,East
15383,4751,2025-11-08,Standard,Returned,South
15384,3851,2024-01-03,Standard,Delivered,South
15385,4735,2025-07-01,Standard,Delivered,West
15386,1645,2025-03-01,Standard,Cancelled,East
15387,3931,2025-04-08,Standard,Delivered,East
15388,92,2025-12-31,Second Day,Delivered,Midwest
15389,1095,2025-09-16,Standard,Delivered,South
15390,2084,2024-04-09,Standard,Delivered,East
15391,4487,2024-08-18,Same Day,Delivered,East
15392,1599,2025-05-04,Standard,Shipped,Midwest
15393,2332,2024-10-08,Second Day,Delivered,South
15394,1191,2024-04-13,Second Day,Shipped,Midwest
15395,150,2025-12-14,Standard,Delivered,East
15396,2449,2024-04-15,Second Day,Delivered,East
15397,3449,2024-07-24,Standard,Delivered,East
15398,1458,2025-05-20,Standard,Delivered,South
15399,836,2024-08-25,Standard,Delivered,Midwest
15400,1305,2025-10-16,Standard,Delivered,East
15401,3242,2025-02-26,Second Day,Shipped,East
15402,4243,2024-05-17,Second Day,Shipped,South
15403,1980,2025-10-22,Same Day,Delivered,East
15404,4993,2025-10-02,Standard,Delivered,West
15405,4613,2025-03-11,Standard,Delivered,Midwest
15406,1335,2024-02-08,Second Day,Delivered,East
15407,3008,2024-05-08,Standard,Delivered,South
15408,1633,2025-02-01,Standard,Delivered,East
15409,2613,2024-11-04,Standard,Delivered,East
15410,2047,2025-01-23,Standard,Delivered,Midwest
15411,3139,2024-06-13,Standard,Delivered,West
15412,2405,2025-11-27,Standard,Delivered,Midwest
15413,230,2025-12-04,Standard,Cancelled,East
15414,4003,2024-12-08,Standard,Shipped,West
15415,2627,2025-08-25,Standard,Delivered,East
15416,3062,2025-08-03,Standard,Delivered,Midwest
15417,3999,2024-04-08,Second Day,Shipped,West
15418,4242,2025-04-01,Standard,Delivered,Midwest
15419,4360,2024-09-10,Standard,Delivered,West
15420,1747,2024-09-21,Standard,Delivered,Midwest
15421,3905,2025-06-24,Standard,Delivered,East
15422,4251,2024-11-03,Standard,Delivered,East
15423,1393,2024-05-09,Second Day,Delivered,East
15424,1366,2024-10-25,Standard,Delivered,West
15425,951,2025-12-11,Standard,Delivered,East
15426,3985,2025-10-21,Second Day,Delivered,Midwest
15427,3241,2024-04-15,Standard,Shipped,West
15428,3947,2024-03-09,Standard,Delivered,West
15429,4760,2025-02-15,Standard,Returned,West
15430,4786,2024-05-26,Second Day,Delivered,East
15431,3161,2024-06-25,Second Day,Delivered,West
15432,2875,2024-12-26,Standard,Delivered,South
15433,2722,2024-09-03,Standard,Delivered,Midwest
15434,4741,2025-01-06,Same Day,Delivered,East
15435,2612,2024-05-19,Standard,Delivered,West
15436,1923,2025-07-23,Standard,Cancelled,South
15437,3551,2024-07-20,Standard,Delivered,East
15438,2006,2024-05-19,Standard,Cancelled,West
15439,1509,2025-07-06,Second Day,Delivered,West
15440,2174,2025-07-15,Same Day,Shipped,West
15441,3973,2025-05-25,Same Day,Delivered,East
15442,3354,2025-10-09,Standard,Delivered,West
15443,3486,2024-03-07,Second Day,Delivered,West
15444,3343,2024-12-17,Same Day,Delivered,East
15445,2228,2025-09-01,Same Day,Shipped,East
15446,388,2024-02-09,Standard,Shipped,East
15447,1142,2025-04-07,Standard,Delivered,East
15448,1660,2025-03-29,Standard,Delivered,South
15449,3193,2025-09-21,Standard,Delivered,West
15450,229,2025-06-03,Second Day,Shipped,West
15451,2750,2025-10-29,Standard,Delivered,West
15452,545,2025-02-03,Standard,Delivered,East
15453,4054,2024-06-19,Same Day,Delivered,West
15454,2797,2024-03-10,Standard,Delivered,Midwest
15455,1475,2024-09-04,Standard,Returned,Midwest
15456,132,2024-08-30,Standard,Delivered,West
15457,1839,2025-05-02,Standard,Delivered,West
15458,461,2024-02-22,Second Day,Delivered,West
15459,1107,2024-11-06,Second Day,Shipped,Midwest
15460,411,2025-10-01,Second Day,Delivered,East
15461,1404,2024-03-11,Standard,Delivered,East
15462,2911,2024-01-26,Standard,Delivered,West
15463,2262,2025-12-07,Standard,Delivered,West
15464,1161,2024-06-18,Second Day,Delivered,South
15465,2586,2024-03-27,Standard,Delivered,West
15466,977,2025-09-22,Same Day,Delivered,South
15467,4678,2025-05-31,Standard,Delivered,South
15468,1506,2025-01-27,Standard,Delivered,East
15469,3222,2024-03-28,Same Day,Delivered,East
15470,2343,2024-11-15,Standard,Delivered,West
15471,305,2024-02-26,Second Day,Delivered,South
15472,3355,2024-08-22,Standard,Delivered,Midwest
15473,4743,2025-07-06,Standard,Delivered,West
15474,144,2024-05-15,Second Day,Delivered,West
15475,3008,2024-07-16,Standard,Delivered,South
15476,2768,2025-03-22,Standard,Delivered,East
15477,4052,2025-12-13,Second Day,Delivered,East
15478,3409,2024-04-04,Same Day,Delivered,Midwest
15479,4113,2024-07-02,Second Day,Delivered,West
15480,857,2024-05-08,Same Day,Delivered,West
15481,1478,2024-04-06,Standard,Delivered,South
15482,1216,2025-12-10,Standard,Delivered,South
15483,2050,2025-03-08,Standard,Delivered,East
15484,2020,2024-06-21,Second Day,Delivered,West
15485,4040,2025-09-08,Same Day,Delivered,West
15486,4828,2025-10-26,Same Day,Delivered,West
15487,996,2024-08-31,Second Day,Delivered,East
15488,116,2025-09-15,Same Day,Delivered,West
15489,2906,2025-12-31,Second Day,Delivered,Midwest
15490,1483,2024-08-17,Standard,Delivered,South
15491,2349,2024-01-04,Standard,Delivered,West
15492,84,2025-09-05,Standard,Shipped,East
15493,1938,2025-08-14,Second Day,Shipped,West
15494,3408,2024-07-16,Standard,Cancelled,East
15495,4789,2025-04-23,Standard,Delivered,South
15496,4289,2024-07-10,Standard,Delivered,East
15497,3303,2025-01-11,Same Day,Delivered,East
15498,3791,2024-12-11,Second Day,Shipped,West
15499,4540,2025-09-26,Standard,Delivered,East
15500,2461,2024-05-03,Second Day,Delivered,South
15501,3679,2025-03-12,Standard,Shipped,Midwest
15502,1030,2025-05-30,Standard,Delivered,West
15503,1356,2025-09-16,Standard,Delivered,West
15504,1710,2024-06-01,Standard,Delivered,East
15505,2048,2024-10-26,Second Day,Delivered,West
15506,252,2024-02-22,Standard,Delivered,South
15507,2616,2025-10-31,Standard,Delivered,West
15508,601,2024-07-31,Standard,Delivered,East
15509,1953,2024-01-17,Same Day,Delivered,West
15510,4943,2025-09-22,Standard,Delivered,South
15511,3818,2024-11-29,Standard,Delivered,East
15512,3848,2024-10-06,Second Day,Delivered,South
15513,659,2024-04-02,Standard,Delivered,South
15514,3396,2025-06-02,Standard,Delivered,East
15515,1037,2024-04-29,Standard,Delivered,Midwest
15516,3278,2025-07-15,Standard,Shipped,South
15517,4549,2025-06-17,Standard,Delivered,East
15518,4428,2025-05-12,Second Day,Delivered,East
15519,3751,2025-09-24,Standard,Shipped,South
15520,47,2025-08-31,Standard,Delivered,West
15521,3279,2025-10-23,Standard,Delivered,East
15522,2,2025-03-16,Standard,Delivered,West
15523,1772,2025-10-13,Second Day,Delivered,East
15524,294,2024-08-26,Standard,Shipped,East
15525,1310,2024-04-22,Standard,Delivered,East
15526,772,2024-05-24,Standard,Shipped,East
15527,3720,2025-02-19,Second Day,Delivered,East
15528,2282,2025-01-05,Standard,Delivered,East
15529,2786,2025-09-03,Standard,Shipped,East
15530,657,2024-10-06,Same Day,Delivered,South
15531,3959,2024-10-10,Standard,Delivered,East
15532,1078,2024-01-15,Standard,Delivered,East
15533,4291,2025-08-25,Standard,Delivered,South
15534,596,2025-05-01,Second Day,Delivered,West
15535,1040,2025-11-14,Standard,Delivered,South
15536,4696,2025-06-03,Standard,Delivered,Midwest
15537,3850,2025-10-02,Standard,Delivered,East
15538,3835,2024-09-04,Standard,Delivered,East
15539,3533,2025-12-18,Second Day,Delivered,West
15540,1914,2024-11-08,Standard,Delivered,West
15541,2220,2025-11-09,Second Day,Delivered,East
15542,4453,2025-08-02,Same Day,Shipped,West
15543,3846,2025-05-15,Same Day,Delivered,Midwest
15544,2482,2024-05-28,Same Day,Delivered,South
15545,3925,2024-11-24,Standard,Delivered,East
15546,3853,2025-09-29,Standard,Delivered,East
15547,692,2025-10-03,Standard,Delivered,East
15548,2114,2024-08-11,Second Day,Delivered,West
15549,2783,2024-03-05,Standard,Delivered,East
15550,3576,2024-07-03,Standard,Delivered,East
15551,1434,2024-09-11,Standard,Delivered,South
15552,154,2024-07-13,Same Day,Cancelled,East
15553,4602,2024-10-19,Same Day,Delivered,West
15554,3992,2025-01-24,Standard,Delivered,East
15555,4471,2025-10-05,Standard,Shipped,West
15556,695,2024-01-14,Standard,Shipped,West
15557,747,2025-01-04,Second Day,Delivered,East
15558,3871,2025-06-25,Standard,Delivered,East
15559,2052,2024-10-11,Standard,Delivered,East
15560,2007,2025-09-19,Standard,Delivered,East
15561,876,2025-04-17,Standard,Delivered,East
15562,2116,2025-03-26,Standard,Cancelled,West
15563,2980,2025-10-21,Standard,Delivered,South
15564,103,2024-09-01,Standard,Cancelled,East
15565,588,2025-12-16,Standard,Delivered,West
15566,327,2024-08-14,Standard,Delivered,South
15567,2599,2025-03-29,Standard,Delivered,East
15568,2769,2025-09-24,Standard,Delivered,Midwest
15569,2123,2025-10-07,Standard,Delivered,Midwest
15570,3966,2025-08-04,Standard,Delivered,South
15571,3445,2024-03-27,Standard,Shipped,West
15572,4927,2025-04-17,Standard,Delivered,West
15573,868,2025-01-12,Standard,Delivered,Midwest
15574,2237,2024-05-20,Standard,Delivered,West
15575,3737,2024-04-03,Second Day,Cancelled,West
15576,103,2024-06-26,Standard,Delivered,East
15577,4640,2025-12-24,Standard,Delivered,East
15578,837,2024-01-18,Standard,Delivered,South
15579,3449,2025-03-14,Second Day,Delivered,East
15580,2446,2024-01-05,Standard,Delivered,East
15581,931,2025-02-23,Standard,Delivered,South
15582,3743,2024-10-29,Standard,Delivered,South
15583,3412,2025-11-10,Standard,Delivered,Midwest
15584,3158,2025-06-17,Standard,Delivered,Midwest
15585,2260,2025-06-12,Standard,Delivered,East
15586,4019,2025-06-22,Second Day,Cancelled,Midwest
15587,47,2024-02-05,Second Day,Delivered,West
15588,1315,2024-10-02,Second Day,Delivered,West
15589,1440,2024-09-25,Standard,Delivered,East
15590,4538,2024-03-11,Standard,Delivered,South
15591,3120,2025-08-22,Second Day,Delivered,Midwest
15592,1502,2024-10-29,Standard,Delivered,West
15593,2092,2024-07-21,Standard,Delivered,East
15594,3540,2024-01-31,Standard,Delivered,South
15595,4645,2024-06-22,Standard,Returned,East
15596,4316,2025-11-10,Standard,Delivered,East
15597,2417,2025-01-26,Second Day,Cancelled,East
15598,4324,2024-02-05,Standard,Delivered,East
15599,4521,2025-03-07,Standard,Delivered,East
15600,2183,2024-06-04,Standard,Delivered,South
15601,471,2024-06-16,Second Day,Delivered,West
15602,4466,2025-03-30,Standard,Delivered,East
15603,214,2025-05-25,Standard,Shipped,Midwest
15604,2571,2024-12-19,Standard,Delivered,East
15605,3411,2025-09-23,Same Day,Delivered,West
15606,1124,2024-02-03,Second Day,Delivered,South
15607,3392,2024-06-19,Second Day,Delivered,East
15608,60,2025-01-14,Standard,Delivered,West
15609,654,2024-04-22,Second Day,Shipped,South
15610,1149,2024-08-08,Second Day,Delivered,East
15611,4645,2025-05-06,Standard,Delivered,East
15612,2045,2025-05-07,Standard,Delivered,East
15613,2646,2025-02-06,Standard,Delivered,East
15614,4360,2024-04-01,Standard,Cancelled,West
15615,4720,2025-01-26,Same Day,Delivered,South
15616,4724,2024-08-04,Second Day,Delivered,South
15617,4111,2025-07-08,Standard,Delivered,East
15618,1170,2025-09-14,Same Day,Delivered,West
15619,438,2024-02-02,Second Day,Delivered,East
15620,811,2025-08-31,Second Day,Delivered,East
15621,3563,2024-06-20,Standard,Shipped,West
15622,4788,2025-03-18,Standard,Delivered,East
15623,3191,2025-09-07,Second Day,Delivered,West
15624,4422,2024-11-10,Standard,Delivered,Midwest
15625,1878,2024-09-04,Same Day,Delivered,East
15626,4561,2025-02-10,Second Day,Delivered,West
15627,1265,2025-03-12,Standard,Cancelled,Midwest
15628,1315,2024-11-23,Second Day,Delivered,West
15629,4227,2025-09-05,Second Day,Delivered,West
15630,4928,2024-11-24,Standard,Delivered,West
15631,1864,2024-09-04,Standard,Delivered,East
15632,1437,2025-05-16,Same Day,Delivered,West
15633,443,2024-08-15,Standard,Delivered,East
15634,816,2025-08-28,Standard,Delivered,East
15635,2883,2024-06-19,Standard,Delivered,South
15636,4180,2024-10-12,Same Day,Cancelled,East
15637,4995,2025-06-22,Standard,Shipped,South
15638,4038,2025-01-25,Same Day,Delivered,East
15639,1313,2024-10-23,Second Day,Delivered,Midwest
15640,4702,2024-02-11,Second Day,Returned,East
15641,2199,2024-10-04,Second Day,Cancelled,East
15642,2389,2024-12-11,Standard,Delivered,East
15643,4778,2025-11-05,Second Day,Delivered,South
15644,2629,2025-01-23,Standard,Delivered,West
15645,4290,2024-08-03,Standard,Shipped,East
15646,2735,2025-02-18,Second Day,Shipped,West
15647,284,2024-01-22,Standard,Shipped,West
15648,4132,2024-03-30,Standard,Delivered,East
15649,2126,2024-07-02,Standard,Delivered,East
15650,3277,2024-05-26,Second Day,Delivered,East
15651,3669,2024-08-15,Standard,Delivered,East
15652,4388,2025-02-19,Second Day,Cancelled,East
15653,2617,2024-04-01,Same Day,Delivered,West
15654,2134,2025-07-03,Standard,Shipped,East
15655,4738,2024-09-13,Standard,Delivered,South
15656,1398,2024-04-27,Standard,Delivered,West
15657,547,2025-07-30,Second Day,Delivered,West
15658,4489,2024-04-26,Standard,Shipped,South
15659,2799,2025-11-01,Standard,Delivered,South
15660,556,2024-04-11,Standard,Delivered,East
15661,3644,2025-12-22,Standard,Shipped,East
15662,2356,2025-09-03,Standard,Delivered,West
15663,1551,2024-10-23,Second Day,Shipped,South
15664,3614,2025-12-13,Standard,Shipped,East
15665,2902,2025-04-06,Standard,Delivered,South
15666,1481,2025-01-12,Standard,Delivered,East
15667,1002,2025-02-13,Standard,Delivered,East
15668,4038,2025-12-01,Standard,Delivered,East
15669,2763,2024-12-17,Same Day,Delivered,East
15670,2558,2024-01-21,Standard,Delivered,West
15671,916,2024-03-06,Standard,Delivered,West
15672,2582,2024-10-22,Standard,Delivered,West
15673,2785,2025-10-13,Standard,Shipped,Midwest
15674,1057,2024-04-23,Standard,Shipped,Midwest
15675,1059,2025-05-05,Standard,Cancelled,West
15676,1920,2024-05-19,Standard,Delivered,South
15677,2651,2024-07-26,Standard,Delivered,East
15678,4635,2025-12-20,Standard,Delivered,East
15679,4114,2024-04-15,Second Day,Delivered,East
15680,2229,2024-10-22,Standard,Delivered,East
15681,807,2025-08-22,Standard,Delivered,East
15682,3458,2025-02-15,Same Day,Delivered,East
15683,2527,2024-01-31,Same Day,Delivered,East
15684,3412,2024-10-22,Second Day,Delivered,Midwest
15685,990,2024-08-31,Standard,Delivered,South
15686,2894,2025-01-30,Standard,Delivered,South
15687,1723,2024-05-06,Standard,Shipped,West
15688,4932,2024-05-26,Standard,Delivered,South
15689,2429,2025-12-16,Standard,Delivered,Midwest
15690,3610,2025-04-10,Standard,Delivered,Midwest
15691,4158,2024-11-17,Standard,Delivered,East
15692,1304,2025-04-05,Standard,Delivered,East
15693,3538,2024-11-05,Standard,Cancelled,East
15694,1133,2024-03-18,Standard,Delivered,West
15695,214,2024-04-15,Standard,Delivered,Midwest
15696,3414,2025-10-03,Standard,Returned,East
15697,2269,2025-01-20,Standard,Delivered,West
15698,4842,2024-03-19,Second Day,Delivered,South
15699,1070,2025-10-12,Standard,Delivered,Midwest
15700,4711,2024-01-06,Standard,Delivered,West
15701,3055,2025-01-30,Second Day,Delivered,Midwest
15702,270,2025-04-04,Second Day,Shipped,East
15703,2504,2025-10-17,Same Day,Delivered,South
15704,544,2025-01-14,Standard,Delivered,East
15705,1558,2024-05-06,Standard,Delivered,Midwest
15706,1543,2024-05-26,Standard,Delivered,South
15707,3558,2024-05-13,Same Day,Delivered,Midwest
15708,3353,2025-04-08,Second Day,Delivered,South
15709,813,2025-11-01,Standard,Returned,South
15710,1189,2024-05-09,Second Day,Delivered,South
15711,2224,2025-03-24,Same Day,Delivered,South
15712,1916,2024-04-13,Standard,Delivered,South
15713,2263,2025-01-07,Standard,Delivered,West
15714,1303,2024-03-28,Second Day,Delivered,West
15715,522,2025-03-27,Standard,Delivered,West
15716,3828,2025-05-13,Standard,Delivered,South
15717,1583,2024-03-17,Same Day,Delivered,West
15718,1175,2025-03-05,Standard,Delivered,East
15719,2905,2025-07-05,Standard,Delivered,West
15720,4663,2025-09-16,Same Day,Delivered,Midwest
15721,154,2024-01-18,Same Day,Delivered,East
15722,2616,2024-12-14,Standard,Delivered,West
15723,2895,2025-09-01,Standard,Shipped,East
15724,3825,2025-07-29,Same Day,Delivered,West
15725,393,2025-04-30,Standard,Delivered,Midwest
15726,4720,2025-09-01,Standard,Delivered,South
15727,4261,2025-08-14,Standard,Delivered,West
15728,1528,2025-07-30,Standard,Shipped,Midwest
15729,1712,2024-09-29,Same Day,Delivered,East
15730,1237,2025-05-16,Second Day,Delivered,South
15731,2281,2025-02-27,Standard,Delivered,East
15732,543,2025-11-13,Standard,Delivered,West
15733,3781,2025-12-31,Standard,Delivered,South
15734,1796,2024-11-08,Standard,Delivered,East
15735,3944,2024-12-12,Second Day,Delivered,West
15736,2741,2024-06-03,Standard,Delivered,East
15737,46,2024-08-04,Standard,Delivered,South
15738,1504,2025-05-13,Standard,Shipped,East
15739,1043,2025-03-02,Standard,Delivered,West
15740,2553,2025-01-14,Standard,Delivered,East
15741,2464,2025-02-24,Second Day,Delivered,East
15742,2924,2025-11-12,Standard,Delivered,South
15743,1025,2024-03-12,Standard,Delivered,East
15744,699,2025-06-25,Same Day,Delivered,East
15745,3536,2024-12-09,Standard,Delivered,West
15746,4837,2025-10-06,Standard,Delivered,East
15747,184,2024-10-22,Standard,Delivered,Midwest
15748,2703,2025-01-30,Standard,Cancelled,Midwest
15749,591,2025-10-01,Standard,Delivered,East
15750,1565,2025-03-02,Standard,Delivered,South
15751,623,2024-03-03,Standard,Delivered,West
15752,4723,2025-09-01,Second Day,Cancelled,East
15753,2847,2025-05-12,Standard,Delivered,West
15754,482,2025-12-13,Standard,Shipped,West
15755,459,2025-10-01,Standard,Delivered,Midwest
15756,2040,2025-03-13,Second Day,Delivered,East
15757,4355,2025-10-04,Same Day,Delivered,South
15758,524,2024-12-02,Standard,Delivered,East
15759,873,2025-10-02,Standard,Delivered,West
15760,1684,2025-12-18,Standard,Delivered,East
15761,4999,2025-11-07,Standard,Cancelled,Midwest
15762,4735,2024-01-22,Standard,Delivered,West
15763,2069,2025-11-27,Standard,Delivered,East
15764,3516,2024-08-17,Standard,Delivered,East
15765,1428,2024-01-29,Second Day,Delivered,West
15766,4395,2025-08-21,Same Day,Delivered,South
15767,906,2024-05-08,Standard,Delivered,South
15768,1898,2024-06-14,Standard,Delivered,South
15769,2576,2024-03-07,Same Day,Delivered,East
15770,4674,2024-01-09,Same Day,Delivered,Midwest
15771,2181,2025-09-17,Standard,Shipped,West
15772,791,2024-05-23,Standard,Shipped,West
